product_id,brand,product_full_name,description,brand_category,brand_canonical_url,details,modern,business_casual,classic,casual,androgynous,boho,retro,edgy,glam,romantic,athleisure
01E5ZT24JNG1DDMNE32A47C2XS,Simon Miller,Rowena Sheer Long Sleeve Shirt,Layer away with a long button-up shirt lightened with sheer organza to show off whatever you're wearing underneath.,Unknown,https://shop.nordstrom.com/s/simon-miller-rowena-sheer-long-sleeve-shirt/5450073,"True to size. XS=0-2, S=4-6, M=6-8, L=8-10, XL=10-12.
34"" length (size Medium)
Front button closure
Point collar
Long sleeves with one-button cuffs
Sheer; base layer shown not included
100% polyester
Dry clean
Made in the USA
SPACE: A shop for emerging and advanced designers",1,0,0,0,0,0,0,1,0,0,0
01E5ZWWZG54Q290WNC1D2D92EV,A.L.C.,Cicely Pintuck Linen Blend Maxi Dress,Pintucked details create a flattering Empire waist and ruffled accent on a fresh maxi dress sewn from a crisp linen blend and finished with pockets.,Unknown,https://shop.nordstrom.com/s/a-l-c-cicely-pintuck-linen-blend-maxi-dress/5526476,"True to size.
60"" length (size 8)
Hidden side-zip closure
Deep V-neck
Sleeveless
Side-seam pockets
Partially lined
54% linen, 44% viscose, 2% elastane
Dry clean
Made in the USA of imported fabric
via C",0,0,0,1,0,1,0,0,0,0,0
01E603S8HDAQM7HKKYDYQQR9R9,Simon Miller,Two-Tone High Waist Wide Leg Jeans,"Light-wash cuffs with raw, fraying edges create cool contrast while accentuating the wide-leg silhouette of these nonstretch-denim jeans.",Unknown,https://shop.nordstrom.com/s/simon-miller-two-tone-high-waist-wide-leg-jeans/5450068,"True to size. 24=0, 25=0-2, 26=2, 27=4, 28=6, 29=8, 30=10, 31=12. High rise.
28 1/2"" inseam; 21"" leg opening; 11 1/2"" front rise; 14 1/2"" back rise (size 29)
Zip fly with button closure
Five-pocket style
100% cotton
Machine wash, tumble dry
Made in the USA
SPACE: A shop for emerging and advanced designers",1,0,0,1,0,0,0,0,0,0,0
01E5ZT0XDRE47BPYTN1TXT6T8K,A.L.C.,Venetia Floral Silk Blouse,"Airy bishop sleeves with smocked cuffs enhance the light, graceful style of a silk blouse featuring a colorful floral print and a plunging keyhole.",Unknown,https://shop.nordstrom.com/s/a-l-c-venetia-floral-silk-blouse/5529545,"True to size.
27"" length
Front keyhole with button-and-loop closure
Stand collar
Long sleeves
Partially lined
100% silk
Dry clean
Imported
via C",1,0,0,1,0,1,0,0,0,0,0
01E5ZZNMXC37C025BEGH8539RK,Simon Miller,Chagos Oversize Cotton Blend Coat,"A glossed coat featuring silvery logo buttons, an exaggerated collar and a slouchy oversized cut shines up your best street-chic looks.",Unknown,https://shop.nordstrom.com/s/simon-miller-chagos-oversize-cotton-blend-coat/5450058,"True to size. XS=0-2, S=4-6, M=6-8, L=8-10, XL=10-12.
29 1/2"" length (size Medium)
Front zip closure
Spread collar
One-button cuffs
Chest button-flap pockets
Unlined
50% cotton, 50% polyurethane
Dry clean
Made in the USA
SPACE: A shop for emerging and advanced designers",1,0,0,1,0,0,0,1,0,0,0
01E606ZSSETA2X60TY021JG303,Simon Miller,Pack Crystal Embellished Pointed Toe Bootie,Glitzy crystals dot the angled heel of a glossy patent leather bootie featuring a sharp pointy-toe silhouette and glam attitude.,Unknown,https://shop.nordstrom.com/s/simon-miller-pack-crystal-embellished-pointed-toe-bootie-women/5444401,"True to size.
3 1/4"" (82mm) heel (size 39)
6 1/2"" shaft
Side zip closure
Leather upper, lining and sole
Made in Portugal
SPACE: A shop for emerging and advanced designers",1,0,0,0,0,0,0,1,1,0,0
01E2KYG898F550HTVYQACSMYEQ,BROCHU WALKER,Mix Media Wool & Cashmere Sweater,A pretty plissé peplum finishes a soft sweater knit in luxe yarns of wool and cashmere.,Unknown,https://shop.nordstrom.com/s/brochu-walker-mix-media-wool-cashmere-sweater/5098141,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,1,0,0,0,0,0,0,0
01E2KM09XBFD6XQS1K8Y1QZ6FE,BROCHU WALKER,Rheba Sweater,"Supersoft, cuddly and a little sporty, this fine-knit sweater with webbed stripes racing down the sleeves is destined to be an everyday favorite.",Unknown,https://shop.nordstrom.com/s/brochu-walker-rheba-sweater/5128063,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,1,0,1,0,0,0,0,0,0,0
01E2KMA32F0B5AS6DBBG9SPHCR,BROCHU WALKER,Desy Crew Sweater,"Elevate your cozy-day look in this slouchy, blouson-sleeve pullover knit from soft and luxurious cashmere.",Unknown,https://shop.nordstrom.com/s/brochu-walker-desy-crew-sweater/5190625,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,1,0,0,0,0,0,0,0
01E2KYV2Z66RJCVXZ09PHKDTY2,BROCHU WALKER,Claren Drop Waist Dress,A dash of contrast and an asymmetrically notched hem are the cleverly quirky details that turn this dress from everyday to a sly collector of second looks.,Unknown,https://shop.nordstrom.com/s/brochu-walker-claren-drop-waist-dress/5227579,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,1,1,0,0,0,0,0,0,0,0
01E2KY7AM6CMMHEH18METDGE23,BROCHU WALKER,Deconstructed Button Up Cashmere Cardigan,A classic cardigan style gets an added edge with deconstructed details and frayed finishes.,Unknown,https://shop.nordstrom.com/s/brochu-walker-deconstructed-button-up-cashmere-cardigan/5098120,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,1,0,1,0,0,0,0,0,0,0
01E2KKKFHQDJ10DV2S3PMS743B,BROCHU WALKER,Barai Belted Cotton Cardigan,"Patterned by a rich mix of knit stitches, this cotton cardigan is keeps things casual and cozy with bell sleeves, an extra-wide hem and an attached tie belt.",Unknown,https://shop.nordstrom.com/s/brochu-walker-barai-belted-cotton-cardigan/5227581,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,1,0,0,0,0,0,0,0
01E2KKRTF21Z3D7BHFRENMZ621,BROCHU WALKER,Drew Faux Leather Pencil Skirt,"An upgrade for your closet of hardworking staples, this slim skirt has the luxe look and feel of leather in a practical fabric with a hint of stretch.",Unknown,https://shop.nordstrom.com/s/brochu-walker-drew-faux-leather-pencil-skirt/5399862,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,0,0,0,0,1,0,1,0
01E2KWZHPDG9HSNMX4BMEV42RH,BROCHU WALKER,Ebella Layered Sweater,The layering is done for you with this crewneck pullover knit from a cozy-luxe blend of wool and cashmere and inset with a crepe shirttail and balloon sleeves.,Unknown,https://shop.nordstrom.com/s/brochu-walker-ebella-layered-sweater/5399863,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,1,0,0,0,0,0,0,0
01E2KX9A5YB72WF9EW93KV2FRE,BROCHU WALKER,Odene Fringe Sleeve Turtleneck Sweater,"Cashmere-enhanced merino wool makes the coziest of sweaters, and this turtleneck ups the style ante with a single ridge of fringe running shoulder to cuff.",Unknown,https://shop.nordstrom.com/s/brochu-walker-odene-fringe-sleeve-turtleneck-sweater/5400394,"True to size. XS=0-2, S=4-6, M=8-10, L=12.",0,0,0,1,0,0,0,0,0,0,0
01DVA59VHYAPT4PVX32NXW91G5,Tibi,Juan Embossed Mules,Tibi's Juan embossed mules are made from shiny black leather and feature a kitten heel and minimalist silhouette. Also available in snakeskin and burgundy suede.,women:SHOES:MULES,https://pink.modaoperandi.com/tibi-pf19/juan-embossed-mules-2,"As seen on the Pre-Fall ‘19 runway
Heel measures approximately 35mm/ 1.3in
Slip on
Composition: leather
Color: black
Made in Italy


This style fits true to size. We suggest ordering your normal size.",1,1,1,0,1,0,0,0,0,0,0
01DVA59VHYAPT4PVX32NXW91G5,Tibi,Juan Embossed Mules,Tibi's Juan embossed mules are made from shiny black leather and feature a kitten heel and minimalist silhouette. Also available in snakeskin and burgundy suede.,women:SHOES:MULES,https://pink.modaoperandi.com/tibi-pf19/juan-embossed-mules-2,"As seen on the Pre-Fall ‘19 runway
Heel measures approximately 35mm/ 1.3in
Slip on
Composition: leather
Color: black
Made in Italy


This style fits true to size. We suggest ordering your normal size.",1,1,1,0,1,0,0,0,0,0,0
01DVA4XY7A0QMMSK3V3SBR52J9,Alexandre Birman,Clarita Bow-Embellished Suede Sandals,Alexandre Birman's 'Clarita' sandals have quickly risen to cult status among fashion glitterati. Their classic double strap construction is embellished with the label's signature knot detailing. This suede rendition is perfect for outdoor weddings or parties.,women:SHOES:SANDALS,https://pink.modaoperandi.com/alexandre-birman-pf19/clarita-bow-embellished-suede-sandals?color=neutral&material=Suede,"Heel height measures approximately 50mm / 2 inches
Ties at ankle
Composition: leather
Imported


Heel measures approx. 2"" highThis style fits true to sizeWe suggest taking your normal size",0,0,1,1,0,0,0,0,0,1,0
01DVA4XY7A0QMMSK3V3SBR52J9,Alexandre Birman,Clarita Bow-Embellished Suede Sandals,Alexandre Birman's 'Clarita' sandals have quickly risen to cult status among fashion glitterati. Their classic double strap construction is embellished with the label's signature knot detailing. This suede rendition is perfect for outdoor weddings or parties.,women:SHOES:SANDALS,https://pink.modaoperandi.com/alexandre-birman-pf19/clarita-bow-embellished-suede-sandals?color=neutral&material=Suede,"Heel height measures approximately 50mm / 2 inches
Ties at ankle
Composition: leather
Imported


Heel measures approx. 2"" highThis style fits true to sizeWe suggest taking your normal size",0,0,1,1,0,0,0,0,0,1,0
01DVBP9AHVQTZXJSBNJ0N2NYJP,Khaite,Leather ankle boots,Heel measures approximately 50mm/ 2 inches Black leather (Calf) Pull on Made in Italy,Shoes / Boots / Ankle,https://www.net-a-porter.com/us/en/product/1183480/khaite/leather-ankle-boots,"Fits true to size, take your normal size 
Italian sizing",1,1,1,0,1,0,0,1,0,0,0
01DVBP9AHVQTZXJSBNJ0N2NYJP,Khaite,Leather ankle boots,Heel measures approximately 50mm/ 2 inches Black leather (Calf) Pull on Made in Italy,Shoes / Boots / Ankle,https://www.net-a-porter.com/us/en/product/1183480/khaite/leather-ankle-boots,"Fits true to size, take your normal size 
Italian sizing",1,1,1,0,1,0,0,1,0,0,0
01DVBR93Y7KANZE3C09YCTVXDF,Lauren Manoogian,Alpaca-blend scarf,"Brown alpaca-blend 82% alpaca, 11% polyamide, 7% merino wool Hand wash Designer color: Mushroom Imported",Accessories / Scarves / Scarves,https://www.net-a-porter.com/us/en/product/1185159/lauren_manoogian/alpaca-blend-scarf,"This item's measurements are:
Length 136cm
Width 32cm",0,0,0,1,1,1,0,0,0,0,0
01DVBR93Y7KANZE3C09YCTVXDF,Lauren Manoogian,Alpaca-blend scarf,"Brown alpaca-blend 82% alpaca, 11% polyamide, 7% merino wool Hand wash Designer color: Mushroom Imported",Accessories / Scarves / Scarves,https://www.net-a-porter.com/us/en/product/1185159/lauren_manoogian/alpaca-blend-scarf,"This item's measurements are:
Length 136cm
Width 32cm",0,0,0,1,1,1,0,0,0,0,0
01DVA54B99J6F2SRCNMEDXF3XN,alexanderwang.t,Stretch-cotton jersey hoodie,"Light-gray stretch-cotton jersey Slips on 79% cotton, 21% polyester; trim: 99% cotton, 1% elastane; lining: 100% cotton Machine wash Imported",Clothing / Tops / Sweatshirts,https://www.net-a-porter.com/us/en/product/1202347/alexanderwangt/stretch-cotton-jersey-hoodie,"Fits true to size, take your normal size 
Designed for a relaxed fit 
Dropped shoulder seam
Mid-weight, stretchy fabric
Model is 175cm/ 5'9"" and is wearing a size XSmall",0,0,0,1,0,0,0,0,0,0,1
01DVA54B99J6F2SRCNMEDXF3XN,alexanderwang.t,Stretch-cotton jersey hoodie,"Light-gray stretch-cotton jersey Slips on 79% cotton, 21% polyester; trim: 99% cotton, 1% elastane; lining: 100% cotton Machine wash Imported",Clothing / Tops / Sweatshirts,https://www.net-a-porter.com/us/en/product/1202347/alexanderwangt/stretch-cotton-jersey-hoodie,"Fits true to size, take your normal size 
Designed for a relaxed fit 
Dropped shoulder seam
Mid-weight, stretchy fabric
Model is 175cm/ 5'9"" and is wearing a size XSmall",0,0,0,1,0,0,0,0,0,0,1
01DVA53EZSEWVSBPRZK8F752P0,Axel Arigato,Striped Leather Low-Top Sneakers,"A good white sneaker goes with just about anything, which is why we love Axel Arigato's striped pair so much. Crafted in Italy from durable leather, they sit on a rubber sole - providing perfect traction and comfort.",women:SHOES:SNEAKERS,https://pink.modaoperandi.com/axel-arigato-pf18/striped-leather-low-top-sneakers,"Rubber sole measures approximately 25mm/ 1 inch
Lace-up front
Composition: leather
Made in Italy


Heel measures approx. 1"" highThis style fits true to sizeWe suggest taking your normal size",0,0,1,1,0,0,0,0,0,0,1
01DVA53EZSEWVSBPRZK8F752P0,Axel Arigato,Striped Leather Low-Top Sneakers,"A good white sneaker goes with just about anything, which is why we love Axel Arigato's striped pair so much. Crafted in Italy from durable leather, they sit on a rubber sole - providing perfect traction and comfort.",women:SHOES:SNEAKERS,https://pink.modaoperandi.com/axel-arigato-pf18/striped-leather-low-top-sneakers,"Rubber sole measures approximately 25mm/ 1 inch
Lace-up front
Composition: leather
Made in Italy


Heel measures approx. 1"" highThis style fits true to sizeWe suggest taking your normal size",0,0,1,1,0,0,0,0,0,0,1
01DVA55J8QYGGJ437SGB9MT2YJ,The Row,Lady D silk-moire pumps,Heel measures approximately 35mm/ 1.5 inches Black silk-moire Slip on  Made in Italy,Shoes / Pumps / Mid Heel,https://www.net-a-porter.com/us/en/product/1101864/the_row/lady-d-silk-moire-pumps,"Fits true to size, take your normal size 
Italian sizing",0,1,1,0,0,0,0,0,0,1,0
01DVA55J8QYGGJ437SGB9MT2YJ,The Row,Lady D silk-moire pumps,Heel measures approximately 35mm/ 1.5 inches Black silk-moire Slip on  Made in Italy,Shoes / Pumps / Mid Heel,https://www.net-a-porter.com/us/en/product/1101864/the_row/lady-d-silk-moire-pumps,"Fits true to size, take your normal size 
Italian sizing",0,1,1,0,0,0,0,0,0,1,0
01DVA56MV0S00J094TFHRNA7S7,Christopher Kane,Polka-Dot Satin Midi Skirt,"Cut from weighty satin, Christopher Kane's polka-dot midi skirt has an A-line silhouette that recalls vintage '50s styles. The slim waistband acts as the origin of large vertical pleats that create additional volume while also catching the air as you move. Style yours with a minimal black top to contrast its cotton candy-pink hue.",women:CLOTHING:SKIRTS,https://pink.modaoperandi.com/christopher-kane-pf19/polka-dot-satin-midi-skirt,"Concealed zip fastening along side 
Composition: satin 
Dry clean 
Made in Italy 


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size IT 38",0,0,0,0,0,0,1,0,0,1,0
01DVA56MV0S00J094TFHRNA7S7,Christopher Kane,Polka-Dot Satin Midi Skirt,"Cut from weighty satin, Christopher Kane's polka-dot midi skirt has an A-line silhouette that recalls vintage '50s styles. The slim waistband acts as the origin of large vertical pleats that create additional volume while also catching the air as you move. Style yours with a minimal black top to contrast its cotton candy-pink hue.",women:CLOTHING:SKIRTS,https://pink.modaoperandi.com/christopher-kane-pf19/polka-dot-satin-midi-skirt,"Concealed zip fastening along side 
Composition: satin 
Dry clean 
Made in Italy 


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size IT 38",0,0,0,0,0,0,1,0,0,1,0
01DVA4YVM475BFGHRYN11N4N20,Carolina Herrera,Pleated Stretch-Denim Wide-Leg Pants,"Carolina Herrera's wide-leg trousers are tailored for an exaggerated, oversized fit; going hand in hand with the new season's trending silhouettes. They're made from a versatile stretch-denim with pleating throughout. Style yours with a fitted crewneck or turtleneck sweater to accentuate the rise.",women:CLOTHING:PANTS,https://pink.modaoperandi.com/carolina-herrera-r20/pleated-stretch-denim-wide-leg-pants,"Belt loops, unlined
Concealed hook and zip fastening at front
Composition: 99% cotton, 1% elastane
Dry clean
Made in the USA


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size US 0",1,1,1,0,1,0,0,1,0,0,0
01DVA4YVM475BFGHRYN11N4N20,Carolina Herrera,Pleated Stretch-Denim Wide-Leg Pants,"Carolina Herrera's wide-leg trousers are tailored for an exaggerated, oversized fit; going hand in hand with the new season's trending silhouettes. They're made from a versatile stretch-denim with pleating throughout. Style yours with a fitted crewneck or turtleneck sweater to accentuate the rise.",women:CLOTHING:PANTS,https://pink.modaoperandi.com/carolina-herrera-r20/pleated-stretch-denim-wide-leg-pants,"Belt loops, unlined
Concealed hook and zip fastening at front
Composition: 99% cotton, 1% elastane
Dry clean
Made in the USA


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size US 0",1,1,1,0,1,0,0,1,0,0,0
01DVA52ZCSNYK38PN2ZTM6E888,Carolina Herrera,Collared Printed Cotton-Blend Shirt,A hallmark of any Carolina Herrera show is the white cotton-blend poplin button-up. This season's version has a sharp pointed collar and a rose petal print. This updated staple is perfect for straight-leg pants.,women:CLOTHING:TOPS,https://pink.modaoperandi.com/carolina-herrera-fw19/petal-print-cotton-blend-poplin-shirt,"As seen on the Fall '19 runway
Cuffed sleeves, long sleeves, unlined
Button fastenings through front
Composition: 97% cotton, 3% polyurethane
Dry clean
Made in the USA


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size US 2",1,1,0,0,1,0,0,1,0,0,0
01DVA52ZCSNYK38PN2ZTM6E888,Carolina Herrera,Collared Printed Cotton-Blend Shirt,A hallmark of any Carolina Herrera show is the white cotton-blend poplin button-up. This season's version has a sharp pointed collar and a rose petal print. This updated staple is perfect for straight-leg pants.,women:CLOTHING:TOPS,https://pink.modaoperandi.com/carolina-herrera-fw19/petal-print-cotton-blend-poplin-shirt,"As seen on the Fall '19 runway
Cuffed sleeves, long sleeves, unlined
Button fastenings through front
Composition: 97% cotton, 3% polyurethane
Dry clean
Made in the USA


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size US 2",1,1,0,0,1,0,0,1,0,0,0
01DVA4ZFKEST038Z045BWTFP77,Bassike,Stripe Classic Open-Yoke Shirt,"You’ll gravitate towards this tomboy shirt for the silky-soft cotton blend and classic pinstripes, but it’s the avant-garde cut-out detail at the back that’ll make it a true favorite. We like it best tucked into a pair of relaxed pants.80% cotton, 20% silkHand wash coldMade in AustraliaSizing: 0=XS, 1=S, 2=M, 3=L, 4=XLModel is 5’10” with 32” bust, 25” waist, 36.5” hips and wearing a size 1",Tops,https://shop.goop.com/shop/products/stripe-classic-open-yoke-shirt,,1,1,1,1,1,0,0,0,0,0,0
01DVA4ZFKEST038Z045BWTFP77,Bassike,Stripe Classic Open-Yoke Shirt,"You’ll gravitate towards this tomboy shirt for the silky-soft cotton blend and classic pinstripes, but it’s the avant-garde cut-out detail at the back that’ll make it a true favorite. We like it best tucked into a pair of relaxed pants.80% cotton, 20% silkHand wash coldMade in AustraliaSizing: 0=XS, 1=S, 2=M, 3=L, 4=XLModel is 5’10” with 32” bust, 25” waist, 36.5” hips and wearing a size 1",Tops,https://shop.goop.com/shop/products/stripe-classic-open-yoke-shirt,,1,1,1,1,1,0,0,0,0,0,0
01DVA54THCXNRKYC0YVMWGYPJ5,Givenchy,Lace-Paneled Velvet Mini Dress,"Designed with a sleeveless lace bodice, Givenchy's dress is crafted from velvet in a mini silhouette. Taper its A-line skirt further by pairing yours with a wide leather waist belt.",women:CLOTHING:DRESSES,https://pink.modaoperandi.com/givenchy-r20/lace-paneled-velvet-mini-dress,"Sleeveless, boat neckline
Concealed zip fastening along back
Composition: 100% polyester
Dry clean
Made in France


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size FR 36",1,0,1,0,0,0,0,0,1,1,0
01DVA54THCXNRKYC0YVMWGYPJ5,Givenchy,Lace-Paneled Velvet Mini Dress,"Designed with a sleeveless lace bodice, Givenchy's dress is crafted from velvet in a mini silhouette. Taper its A-line skirt further by pairing yours with a wide leather waist belt.",women:CLOTHING:DRESSES,https://pink.modaoperandi.com/givenchy-r20/lace-paneled-velvet-mini-dress,"Sleeveless, boat neckline
Concealed zip fastening along back
Composition: 100% polyester
Dry clean
Made in France


This style fits true to sizeWe suggest taking your normal size
Model measurements: height 5'9""/175cm - bust 32""/81.2cm - waist 24""/60.96cm - hip 34""/86.36cmShe is wearing size FR 36",1,0,1,0,0,0,0,0,1,1,0
01DVA558GGAR1BFDYZYR3PJ02N,Gianvito Rossi,105 metallic leather pumps,Heel measures approximately 105mm/ 4 inches Silver leather (Lamb) Slip on Made in Italy,Shoes / Pumps / High Heel,https://www.net-a-porter.com/us/en/product/1150305/gianvito_rossi/105-metallic-leather-pumps,"Fits true to size, take your normal size  
Italian sizing",1,0,1,0,0,0,0,0,1,1,0
01DVA558GGAR1BFDYZYR3PJ02N,Gianvito Rossi,105 metallic leather pumps,Heel measures approximately 105mm/ 4 inches Silver leather (Lamb) Slip on Made in Italy,Shoes / Pumps / High Heel,https://www.net-a-porter.com/us/en/product/1150305/gianvito_rossi/105-metallic-leather-pumps,"Fits true to size, take your normal size  
Italian sizing",1,0,1,0,0,0,0,0,1,1,0
